prompt_idx,concept_id,template,prompt,min,max,mean,std,p05,p95,flagged_dead
42,blue_grey_ovoid_nests,t1,a dermoscopic image showing blue-grey ovoid nests,0.18997490406036377,0.3347706198692322,0.27103373408317566,0.017578663304448128,0.2428782343864441,0.3008809506893158,False
43,blue_grey_ovoid_nests,t2,a dermatoscopic image with large blue-grey pigmented nests,0.21263247728347778,0.37014299631118774,0.3067528307437897,0.022105246782302856,0.2657418668270111,0.33856094628572464,False
44,blue_grey_ovoid_nests,t3,a close-up photograph of a lesion with grey-blue oval clusters,0.19554299116134644,0.35253089666366577,0.2904801666736603,0.02215336449444294,0.2524841666221619,0.3255163684487343,False
45,ulceration,t1,a dermoscopic image of an ulcerated skin lesion,0.2373959720134735,0.36381810903549194,0.31158748269081116,0.015683837234973907,0.2836824432015419,0.3349090546369552,False
46,ulceration,t2,a dermatoscopic image showing surface erosion or ulcer,0.22786322236061096,0.3726477026939392,0.3189584016799927,0.017386792227625847,0.28663007766008375,0.3439397647976875,False
47,ulceration,t3,a close-up photograph of a lesion with an open wound,0.2163672298192978,0.36082014441490173,0.2984248697757721,0.019753536209464073,0.26581224948167803,0.33033057898283,False
48,scaly_surface,t1,a dermoscopic image of a skin lesion with a scaly surface,0.23222634196281433,0.3742532730102539,0.31858956813812256,0.018754867836833,0.2842558741569519,0.3462412267923355,False
49,scaly_surface,t2,a dermatoscopic image showing keratotic scaling,0.23839285969734192,0.36745232343673706,0.32011863589286804,0.015234027989208698,0.29236198365688326,0.34236994981765745,False
50,scaly_surface,t3,"a close-up photograph of a rough, scaly patch of skin",0.22431036829948425,0.3617306351661682,0.2972814440727234,0.017513711005449295,0.2687365174293518,0.32641263008117677,False
51,strawberry_pattern,t1,a dermoscopic image showing a strawberry pattern with red pseudonetwork,0.21037164330482483,0.3603883385658264,0.3024521768093109,0.020337147638201714,0.2665626809000969,0.33318322002887724,False
52,strawberry_pattern,t2,a dermatoscopic image with red dots around hair follicles,0.24517662823200226,0.4030470848083496,0.34102663397789,0.01812932640314102,0.3097672939300537,0.36832155883312223,False
53,strawberry_pattern,t3,a close-up photograph of a facial actinic lesion with red pseudonetwork,0.2118435949087143,0.3651513159275055,0.3051117956638336,0.02078242227435112,0.26902613788843155,0.33715604841709135,False
54,milia_like_cysts,t1,a dermoscopic image showing milia-like cysts,0.22368121147155762,0.3578674793243408,0.2929964065551758,0.01661791279911995,0.26499552428722384,0.31987136900424956,False
55,milia_like_cysts,t2,a dermatoscopic image with small white round inclusions,0.23664115369319916,0.38211438059806824,0.3274475634098053,0.018177656456828117,0.2941181302070618,0.3542801529169083,False
56,milia_like_cysts,t3,a close-up photograph of a lesion with white milky cyst-like spots,0.20811384916305542,0.3732261061668396,0.3162640333175659,0.021440261974930763,0.27747834622859957,0.34890786111354827,False
57,comedo_like_openings,t1,a dermoscopic image showing comedo-like openings,0.2101980447769165,0.324975848197937,0.27437520027160645,0.01463907491415739,0.24997832626104355,0.29817848205566405,False
58,comedo_like_openings,t2,a dermatoscopic image with brown pseudofollicular plugs,0.22529980540275574,0.39762797951698303,0.3355123996734619,0.021069541573524475,0.29591446965932844,0.3646322131156921,False
59,comedo_like_openings,t3,a close-up photograph of a lesion with crater-like dark openings,0.2109546661376953,0.3711854815483093,0.30526959896087646,0.01944069005548954,0.27207395136356355,0.33606615513563154,False
60,cerebriform_surface,t1,a dermoscopic image with a cerebriform brain-like surface,0.2059149444103241,0.32747483253479004,0.26779231429100037,0.01667075604200363,0.2408144697546959,0.29572621583938596,False
61,cerebriform_surface,t2,a dermatoscopic image showing a gyriform fissured pattern,0.23255759477615356,0.394784152507782,0.34020569920539856,0.019952191039919853,0.30257039666175845,0.36828759908676145,False
62,cerebriform_surface,t3,a close-up photograph of a lesion with a wavy brain-like texture,0.217173770070076,0.345852255821228,0.2879263460636139,0.017472058534622192,0.25883096307516096,0.31621156483888624,False
63,central_white_patch,t1,a dermoscopic image showing a central white scar-like patch,0.2182478904724121,0.37944477796554565,0.3187562823295593,0.024313300848007202,0.27402709275484083,0.3536749243736267,False
64,central_white_patch,t2,a dermatoscopic image with a peripheral pigment network surrounding a white centre,0.23045198619365692,0.3995979428291321,0.3335040211677551,0.019678838551044464,0.29609944522380827,0.3604050070047379,False
65,central_white_patch,t3,a close-up photograph of a firm lesion with a white centre,0.21329140663146973,0.36257919669151306,0.3061094284057617,0.01981508731842041,0.27234245985746386,0.33813977986574173,False
66,red_lacunae,t1,a dermoscopic image showing red lacunae,0.2134939730167389,0.3715735673904419,0.31717532873153687,0.021606063470244408,0.2773449793457985,0.34922567456960674,False
67,red_lacunae,t2,a dermatoscopic image with bright red vascular spaces,0.2163776457309723,0.38101744651794434,0.3270988166332245,0.020491426810622215,0.28921820819377897,0.35658273249864575,False
68,red_lacunae,t3,a close-up photograph of a vascular lesion with red lake-like areas,0.2207179218530655,0.3580947518348694,0.29654625058174133,0.019013317301869392,0.26490039229393003,0.327004486322403,False
69,healthy_skin,t1,a dermoscopic image of normal healthy skin,0.23577597737312317,0.36735597252845764,0.3169292211532593,0.01744905672967434,0.28447230756282804,0.3420247748494148,False
70,healthy_skin,t2,a dermatoscopic image with no visible lesion,0.23052437603473663,0.3755093514919281,0.32383182644844055,0.017005665227770805,0.29129289239645006,0.34714028984308243,False
71,healthy_skin,t3,a close-up photograph of unremarkable skin,0.23441356420516968,0.3739796280860901,0.3083062767982483,0.01707322709262371,0.27981942147016525,0.3359365537762642,False
