prompt_idx,concept_id,template,prompt,auc_akiec,auc_bcc,auc_bkl,auc_df,auc_mel,auc_nv,auc_vasc,auc_max,auc_argmax_class
12,atypical_pigment_network,t1,a dermoscopic image showing an atypical pigment network,0.43643322019877623,0.2685567331156054,0.5545674914169884,0.19575293659107673,0.4812600999705969,0.586536951275982,0.05611136650959659,0.586536951275982,nv
13,atypical_pigment_network,t2,a dermatoscopic image with an irregular brown grid pattern,0.41661739839178624,0.22580142679120602,0.5432301887968425,0.2730163973855755,0.41753743016759776,0.6294664081097303,0.042946787725548774,0.6294664081097303,nv
14,atypical_pigment_network,t3,a close-up photograph of a lesion with a disrupted pigment network,0.41767113122392124,0.328237400933156,0.5735014728611794,0.14840814812560946,0.5837934725080858,0.5217365756631668,0.09389208136995747,0.5837934725080858,mel
15,blue_white_veil,t1,a dermoscopic image showing a blue-white veil,0.4335970706665207,0.4737059224792022,0.4957046385070639,0.5699138329486461,0.36315083798882686,0.5900505944955077,0.2571985978623147,0.5900505944955077,nv
16,blue_white_veil,t2,a dermatoscopic image with a confluent blue-white area,0.5181351045582279,0.33731379117172944,0.5378342556967142,0.5884990821115347,0.4658683132412036,0.5488270669382048,0.1535214343178945,0.5884990821115347,df
17,blue_white_veil,t3,a close-up photograph of a lesion with bluish-white structureless regions,0.29737965767672714,0.36390749865666694,0.4157859205378396,0.40167798994741877,0.5127335097520337,0.5903032649205504,0.5870106884266175,0.5903032649205504,nv
18,atypical_vascular_pattern,t1,a dermoscopic image showing atypical vascular structures,0.6150140505820956,0.4910331723874236,0.5082592954338363,0.45204884007006957,0.39358220131333926,0.5427213918354227,0.32008389840248247,0.6150140505820956,akiec
19,atypical_vascular_pattern,t2,a dermatoscopic image with irregular blood vessels,0.6343600598518303,0.5142818852647477,0.48593861570605673,0.5241244561130503,0.33693870430265604,0.5648799629332416,0.34701873347891043,0.6343600598518303,akiec
20,atypical_vascular_pattern,t3,a close-up photograph of a lesion containing dotted or linear vessels,0.6419310730751919,0.4845427776952088,0.5270411175269606,0.36634761530113547,0.4086161325100461,0.534926154486786,0.2295713136421101,0.6419310730751919,akiec
21,irregular_streaks,t1,a dermoscopic image showing irregular radial streaks,0.5192518521221854,0.3891789916681593,0.48789434830563333,0.5286747777000192,0.2926254630990885,0.6363276359208134,0.20968394437420987,0.6363276359208134,nv
22,irregular_streaks,t2,a dermatoscopic image with pseudopods at the lesion edge,0.3627380995827403,0.3988238372706012,0.5063112741493346,0.38595724827615197,0.5297278055473881,0.5459953247893219,0.26477761176876224,0.5459953247893219,nv
23,irregular_streaks,t3,a close-up photograph of a lesion with streaks at the periphery,0.3007058136564359,0.320487512401219,0.3111915508154199,0.5155910636639325,0.27424459472704105,0.7416130207385028,0.6742299735662567,0.7416130207385028,nv
24,irregular_pigmentation,t1,a dermoscopic image with irregular dark pigmented blotches,0.47864579151612474,0.3371124499981581,0.6070351201907828,0.24589051119215383,0.4820404978927766,0.5399675160101871,0.04549477071600966,0.6070351201907828,bkl
25,irregular_pigmentation,t2,a dermatoscopic image showing structureless black areas,0.3762697225162098,0.24178042125400617,0.5532543419076267,0.22293025931254717,0.48158486719592275,0.6001900401912457,0.05728651879094357,0.6001900401912457,nv
26,irregular_pigmentation,t3,a close-up photograph of a lesion with patchy dark pigment,0.32329720326508765,0.31648006087235986,0.48204917147881876,0.19146704222576724,0.5443083014799568,0.5865188983709958,0.21570624066199287,0.5865188983709958,nv
27,irregular_dots_globules,t1,a dermoscopic image showing irregular dots and globules,0.5446010486235295,0.37429594103815833,0.6830237704069619,0.3105375334518547,0.5045640693913555,0.47104746045500623,0.11713825997011838,0.6830237704069619,bkl
28,irregular_dots_globules,t2,a dermatoscopic image with asymmetrically distributed pigmented globules,0.5288493120689026,0.3737533678598513,0.6577589582824215,0.28797645800823274,0.5336907184161521,0.47494586938294747,0.07957706010803356,0.6577589582824215,bkl
29,irregular_dots_globules,t3,a close-up photograph of a lesion with scattered brown dots,0.4183112538471832,0.4281018290924658,0.5754981469789373,0.2569377733923911,0.4992104283054003,0.5255434205379962,0.18806803815653372,0.5754981469789373,bkl
30,regression_structures,t1,a dermoscopic image showing regression structures,0.5904879383964089,0.48319134652149776,0.5653635710162035,0.4702993895715699,0.35634342840341077,0.5456096107765587,0.20480462015860246,0.5904879383964089,akiec
31,regression_structures,t2,a dermatoscopic image with white scar-like areas and peppering,0.6889330073111688,0.3869477249717677,0.6170351853792193,0.5865459429619616,0.39203716553954726,0.5161683783911364,0.0749810366624526,0.6889330073111688,akiec
32,regression_structures,t3,a close-up photograph of a lesion with whitish depigmented regions,0.5300658126832354,0.3266173031461305,0.634379045956099,0.4840945215026421,0.46953876310888953,0.5136442029523033,0.09773589242615792,0.634379045956099,bkl
33,symmetric_uniform,t1,a dermoscopic image of a small symmetric mole with a smooth edge,0.32770945099327276,0.35751094673541484,0.37685530663289163,0.5277938365999152,0.2877457218465157,0.7051812750492837,0.48925870589587406,0.7051812750492837,nv
34,symmetric_uniform,t2,a dermatoscopic image of a round even-coloured mole,0.32480055472428015,0.3615426925856907,0.45450697746817326,0.43083091002084983,0.36008938547486036,0.6510282499162683,0.35296287783013447,0.6510282499162683,nv
35,symmetric_uniform,t3,a close-up photograph of a small round mole,0.47579261097526854,0.5742948930478227,0.5341129499373475,0.42123473747810325,0.4912858571008527,0.47854728343819475,0.5190552810021836,0.5742948930478227,bcc
36,reticular_network,t1,a dermoscopic image showing a regular reticular pigment network,0.5064566986606328,0.25098384062417034,0.5576950259155835,0.2818301551354664,0.416437518376948,0.6045958973122666,0.043046776232616935,0.6045958973122666,nv
37,reticular_network,t2,a dermatoscopic image with an even brown net pattern,0.4694741067844239,0.2584879277864793,0.505895419621942,0.3543455172703577,0.3509527001862197,0.6555257764575508,0.06680266636018847,0.6555257764575508,nv
38,reticular_network,t3,a close-up photograph of a lesion with a uniform grid of pigment,0.37168789460238677,0.2656490362934932,0.5252705359872765,0.16596176889495506,0.5363408409291385,0.5831307123044105,0.10700609125387886,0.5831307123044105,nv
39,arborizing_vessels,t1,a dermoscopic image showing arborizing tree-like blood vessels,0.6707195601133779,0.4960566981825941,0.5617983995125813,0.483072311064939,0.37703428403410766,0.5184415692793225,0.27724859211584874,0.6707195601133779,akiec
40,arborizing_vessels,t2,a dermatoscopic image with branched telangiectatic vessels,0.6494935707942533,0.4756699516400096,0.5317772959486659,0.5331881519217702,0.3362148387729099,0.5557399948974202,0.26732674405240775,0.6494935707942533,akiec
41,arborizing_vessels,t3,a close-up photograph of a lesion with tree-branch vasculature,0.6046326776395022,0.40016653519151546,0.48243831464677656,0.379777620328875,0.4238779966676468,0.5673085703672733,0.29310826341799795,0.6046326776395022,akiec
42,blue_grey_ovoid_nests,t1,a dermoscopic image showing blue-grey ovoid nests,0.3739734559565952,0.37819208329046095,0.5286316358847398,0.3459302114983098,0.490483426443203,0.5634030667179172,0.18612113550166648,0.5634030667179172,nv
43,blue_grey_ovoid_nests,t2,a dermatoscopic image with large blue-grey pigmented nests,0.3856197462379719,0.34557163744361497,0.5905102489737193,0.2497656377912141,0.6052038812114084,0.49719920067075324,0.14806459027697963,0.6052038812114084,mel
44,blue_grey_ovoid_nests,t3,a close-up photograph of a lesion with grey-blue oval clusters,0.3615544444849945,0.40494124267518267,0.4848675378915738,0.3196446967490665,0.546881348622954,0.5382828357756033,0.45350821744627057,0.546881348622954,mel
45,ulceration,t1,a dermoscopic image of an ulcerated skin lesion,0.5497086481028672,0.5774698274055188,0.4471182656568713,0.6947698468930165,0.38452988336763694,0.5272755511123399,0.7299965521204459,0.7299965521204459,vasc
46,ulceration,t2,a dermatoscopic image showing surface erosion or ulcer,0.6139264990328821,0.6113659633063651,0.5182357496884867,0.7344672552164608,0.3916362638439675,0.4900537274120929,0.4670095391334329,0.7344672552164608,df
47,ulceration,t3,a close-up photograph of a lesion with an open wound,0.4839655487026021,0.6403528996304723,0.42717163749696113,0.6364132946762469,0.5073994707438989,0.46974698397070624,0.8889139179404667,0.8889139179404667,vasc
48,scaly_surface,t1,a dermoscopic image of a skin lesion with a scaly surface,0.40394170529056117,0.31383467920698255,0.41268048650925304,0.6175556492521419,0.2653890816426541,0.6978198342560685,0.42140328697850826,0.6978198342560685,nv
49,scaly_surface,t2,a dermatoscopic image showing keratotic scaling,0.6384384998114423,0.479776644677924,0.653639049081964,0.5670920684873748,0.3895589924532,0.48749098759646015,0.09649925295942995,0.653639049081964,bkl
50,scaly_surface,t3,"a close-up photograph of a rough, scaly patch of skin",0.5338277191829982,0.39281662963767483,0.5842850712597061,0.4720351912786831,0.3549415662060178,0.5657892463129927,0.20765486725663718,0.5842850712597061,bkl
51,strawberry_pattern,t1,a dermoscopic image showing a strawberry pattern with red pseudonetwork,0.5702504774764912,0.4018144206010765,0.4576259261726645,0.5044286126191915,0.38356138390669414,0.5848540974053269,0.4572411217101483,0.5848540974053269,nv
52,strawberry_pattern,t2,a dermatoscopic image with red dots around hair follicles,0.4936077758719268,0.4087457651663256,0.46984708859696833,0.3453723787293294,0.3358139370773302,0.6229466049861421,0.37769739110447076,0.6229466049861421,nv
53,strawberry_pattern,t3,a close-up photograph of a facial actinic lesion with red pseudonetwork,0.6653397077965524,0.44365051237200226,0.5098038638935399,0.486153431540879,0.47556553954719194,0.5130614874919359,0.21890702218135846,0.6653397077965524,akiec
54,milia_like_cysts,t1,a dermoscopic image showing milia-like cysts,0.6305215138133645,0.5043594810097799,0.6869063777981541,0.4843060632799697,0.393711339802019,0.46675701548531834,0.16023100793012296,0.6869063777981541,bkl
55,milia_like_cysts,t2,a dermatoscopic image with small white round inclusions,0.438018077199129,0.36629580511698745,0.5045298013708333,0.40289363070891127,0.3073615211212388,0.64744903320723,0.17392598551890587,0.64744903320723,nv
56,milia_like_cysts,t3,a close-up photograph of a lesion with white milky cyst-like spots,0.49978005668892866,0.5549886880558319,0.5529006548893951,0.5215243758430882,0.43354307556601,0.47569408151315096,0.7867854269624182,0.7867854269624182,vasc
57,comedo_like_openings,t1,a dermoscopic image showing comedo-like openings,0.6841923044171138,0.5242317595694221,0.6530106961504956,0.427696904100578,0.4529770459668725,0.448844424420003,0.11018503620273531,0.6841923044171138,akiec
58,comedo_like_openings,t2,a dermatoscopic image with brown pseudofollicular plugs,0.569382869238349,0.5563896605908633,0.6413519032400083,0.38122074094680886,0.45079909830442033,0.4645623933684445,0.14490863119181704,0.6413519032400083,bkl
59,comedo_like_openings,t3,a close-up photograph of a lesion with crater-like dark openings,0.41221293626753286,0.4293105112795518,0.5406715426557356,0.2607875439564977,0.5576310496912673,0.5060343415424178,0.33781979082864044,0.5576310496912673,mel
60,cerebriform_surface,t1,a dermoscopic image with a cerebriform brain-like surface,0.519090057540479,0.39657462770937263,0.6029943910915072,0.4758936553404881,0.4179383318631775,0.5305938085138904,0.20470865417768072,0.6029943910915072,bkl
61,cerebriform_surface,t2,a dermatoscopic image showing a gyriform fissured pattern,0.6564706884176977,0.4281696308914523,0.5818871702637699,0.5499354507795894,0.34085198471037925,0.5473331363670081,0.15081255028157683,0.6564706884176977,akiec
62,cerebriform_surface,t3,a close-up photograph of a lesion with a wavy brain-like texture,0.43256304514433774,0.2765760821929293,0.5404145253192684,0.36290136792186284,0.3388290502793296,0.6424575454680325,0.1348816228019768,0.6424575454680325,nv
63,central_white_patch,t1,a dermoscopic image showing a central white scar-like patch,0.4683605221220637,0.4356265584886582,0.4545569817690202,0.6537952188660492,0.27261393707733017,0.6431238170781324,0.33898862199747154,0.6537952188660492,df
64,central_white_patch,t2,a dermatoscopic image with a peripheral pigment network surrounding a white centre,0.2880877826843302,0.18622216632940433,0.39409709165764495,0.23491279697350367,0.3954412623738116,0.7327227377251485,0.07051488334674175,0.7327227377251485,nv
65,central_white_patch,t3,a close-up photograph of a firm lesion with a white centre,0.3291826332372298,0.391750061291556,0.37038662625831564,0.5380405725537585,0.39055179849064003,0.6421923363521724,0.6776221124008733,0.6776221124008733,vasc
66,red_lacunae,t1,a dermoscopic image showing red lacunae,0.5473216305974234,0.4728389486560953,0.43716613781884894,0.5372088946072786,0.2725694795648339,0.6258111865633562,0.5195885530398805,0.6258111865633562,nv
67,red_lacunae,t2,a dermatoscopic image with bright red vascular spaces,0.518610512998309,0.3524858330760994,0.3982144569191086,0.4595701644954656,0.28696728413211803,0.6797488061199488,0.3780933226065969,0.6797488061199488,nv
68,red_lacunae,t3,a close-up photograph of a vascular lesion with red lake-like areas,0.5090261912582266,0.5063327197826277,0.3972379818359576,0.4976295729609039,0.45583048123101044,0.5434023094793345,0.8140489598896679,0.8140489598896679,vasc
69,healthy_skin,t1,a dermoscopic image of normal healthy skin,0.41403939028989206,0.2529526333774125,0.43311213253794967,0.3681913612713371,0.2773260413603842,0.7231119892643518,0.16669808068038156,0.7231119892643518,nv
70,healthy_skin,t2,a dermatoscopic image with no visible lesion,0.4289602569249297,0.39451199218516775,0.4123707619367579,0.5568764842336175,0.2595917279231599,0.6963882107927432,0.1866233766233766,0.6963882107927432,nv
71,healthy_skin,t3,a close-up photograph of unremarkable skin,0.5487230393051348,0.439624165259819,0.5070335143292929,0.5216301467317519,0.35126060962462025,0.5934690911788308,0.09624640845879784,0.5934690911788308,nv
