prompt_idx,concept_id,template,prompt,min,max,mean,std,p05,p95,flagged_dead
45,ulceration,t1,a dermoscopic image of an ulcerated skin lesion,0.2797742784023285,0.4737652540206909,0.40419459342956543,0.01799144223332405,0.3750080570578575,0.4342449232935905,False
46,ulceration,t2,a dermatoscopic image showing surface erosion or ulcer,0.2760755717754364,0.5014494061470032,0.4231458604335785,0.01924382895231247,0.3910076588392258,0.45292077660560603,False
47,ulceration,t3,a close-up photograph of a lesion with an open wound,0.20055587589740753,0.443057119846344,0.3268429636955261,0.02611437253654003,0.28894379884004595,0.3732511192560196,False
48,scaly_surface,t1,a dermoscopic image of a skin lesion with a scaly surface,0.28622692823410034,0.4986153841018677,0.4464508891105652,0.01822119764983654,0.41508717834949493,0.4724258929491043,False
49,scaly_surface,t2,a dermatoscopic image showing keratotic scaling,0.2675267457962036,0.4744410514831543,0.41225630044937134,0.019362017512321472,0.37877662628889086,0.44045657068490984,False
50,scaly_surface,t3,"a close-up photograph of a rough, scaly patch of skin",0.1940140724182129,0.4372807741165161,0.33496472239494324,0.02306281588971615,0.2975654020905495,0.37185009866952895,False
51,strawberry_pattern,t1,a dermoscopic image showing a strawberry pattern with red pseudonetwork,0.19507355988025665,0.48239269852638245,0.4064795970916748,0.026952045038342476,0.360261906683445,0.4474103763699532,False
52,strawberry_pattern,t2,a dermatoscopic image with red dots around hair follicles,0.213331937789917,0.483440101146698,0.3761608898639679,0.027155527845025063,0.33252111077308655,0.42055171877145764,False
53,strawberry_pattern,t3,a close-up photograph of a facial actinic lesion with red pseudonetwork,0.22912448644638062,0.46609216928482056,0.36637550592422485,0.028627488762140274,0.31905881464481356,0.41119817793369295,False
54,milia_like_cysts,t1,a dermoscopic image showing milia-like cysts,0.273379921913147,0.4866736829280853,0.4086422622203827,0.020194191485643387,0.37509327828884126,0.439872869849205,False
55,milia_like_cysts,t2,a dermatoscopic image with small white round inclusions,0.28986531496047974,0.505402684211731,0.45471885800361633,0.01761648617684841,0.4241544157266617,0.4779152303934097,False
56,milia_like_cysts,t3,a close-up photograph of a lesion with white milky cyst-like spots,0.25408682227134705,0.46407246589660645,0.35315045714378357,0.021001562476158142,0.32034825086593627,0.3881877303123474,False
57,comedo_like_openings,t1,a dermoscopic image showing comedo-like openings,0.3043369650840759,0.49544206261634827,0.42580127716064453,0.015787767246365547,0.40049742311239245,0.44949754029512407,False
58,comedo_like_openings,t2,a dermatoscopic image with brown pseudofollicular plugs,0.2833442986011505,0.49587127566337585,0.4261302947998047,0.020640544593334198,0.392072594165802,0.4578093931078911,False
59,comedo_like_openings,t3,a close-up photograph of a lesion with crater-like dark openings,0.2832333445549011,0.5050007700920105,0.4127230644226074,0.02023151144385338,0.3797516331076622,0.4448689877986908,False
60,cerebriform_surface,t1,a dermoscopic image with a cerebriform brain-like surface,0.28185075521469116,0.48500674962997437,0.4257993996143341,0.020466987043619156,0.39057581275701525,0.45482196658849716,False
61,cerebriform_surface,t2,a dermatoscopic image showing a gyriform fissured pattern,0.22569671273231506,0.4967581033706665,0.42634984850883484,0.02277413196861744,0.38679122030735014,0.4584574937820435,False
62,cerebriform_surface,t3,a close-up photograph of a lesion with a wavy brain-like texture,0.2275613248348236,0.4749089777469635,0.4027392566204071,0.022527260705828667,0.36433916389942167,0.43791082948446275,False
63,central_white_patch,t1,a dermoscopic image showing a central white scar-like patch,0.29349735379219055,0.49053215980529785,0.4364927411079407,0.02004242315888405,0.4013760507106781,0.4638197600841522,False
64,central_white_patch,t2,a dermatoscopic image with a peripheral pigment network surrounding a white centre,0.26825785636901855,0.5101186037063599,0.4584943354129791,0.019323844462633133,0.42451203167438506,0.4835550978779793,False
65,central_white_patch,t3,a close-up photograph of a firm lesion with a white centre,0.2522963583469391,0.48159652948379517,0.39190855622291565,0.02249552682042122,0.3540122151374817,0.42659350931644435,False
66,red_lacunae,t1,a dermoscopic image showing red lacunae,0.23800699412822723,0.47378963232040405,0.39069539308547974,0.02539844438433647,0.34806299209594727,0.42966395169496524,False
67,red_lacunae,t2,a dermatoscopic image with bright red vascular spaces,0.2390236258506775,0.5040975213050842,0.4342995882034302,0.02430213801562786,0.3926403298974037,0.4686696112155914,False
68,red_lacunae,t3,a close-up photograph of a vascular lesion with red lake-like areas,0.2633451819419861,0.49794578552246094,0.4038247764110565,0.023283887654542923,0.36703497767448423,0.4419210284948349,False
69,healthy_skin,t1,a dermoscopic image of normal healthy skin,0.2338569313287735,0.46714529395103455,0.3935674726963043,0.02659836784005165,0.3455049842596054,0.4285411179065704,False
70,healthy_skin,t2,a dermatoscopic image with no visible lesion,0.255596786737442,0.5150906443595886,0.4488162696361542,0.023749295622110367,0.40705187916755675,0.48059011846780775,False
71,healthy_skin,t3,a close-up photograph of unremarkable skin,0.15561746060848236,0.42728838324546814,0.33401140570640564,0.0256948359310627,0.2894503951072693,0.3706741854548454,False
