prompt_idx,concept_id,template,prompt,min,max,mean,std,p05,p95,flagged_dead
17,blue_white_veil,t3,A blue-white veil overlying pigmented areas in dermoscopy of melanoma,0.29813677072525024,0.5032501220703125,0.4354112148284912,0.019219907000660896,0.40311811566352845,0.46360774785280223,False
18,atypical_vascular_pattern,t1,Dermoscopy of melanoma showing atypical vascular structures,0.3017144799232483,0.4952685236930847,0.4417021572589874,0.016294242814183235,0.4154933109879494,0.4655562400817871,False
19,atypical_vascular_pattern,t2,Dermoscopic image of melanoma demonstrating polymorphous atypical vessels,0.30966347455978394,0.4931148290634155,0.439827024936676,0.016477903351187706,0.41315882503986356,0.46425051987171173,False
20,atypical_vascular_pattern,t3,Atypical polymorphous vascular structures in dermoscopy of melanoma,0.26108863949775696,0.49959424138069153,0.4395367205142975,0.01917746104300022,0.4069189041852951,0.46663897335529325,False
21,irregular_streaks,t1,Dermoscopy of melanoma showing irregular radial streaks and pseudopods,0.26343202590942383,0.49198365211486816,0.42645037174224854,0.020455947145819664,0.392472580075264,0.45709958374500276,False
22,irregular_streaks,t2,Dermoscopic image of melanoma demonstrating asymmetric peripheral streaks,0.2961665689945221,0.5083020329475403,0.44808873534202576,0.019236529245972633,0.41498318016529084,0.4750162377953529,False
23,irregular_streaks,t3,Irregular radial streaks at the periphery in dermoscopy of melanoma,0.29836970567703247,0.49860286712646484,0.44001978635787964,0.01631646789610386,0.413868710398674,0.46339190006256104,False
24,irregular_pigmentation,t1,Dermoscopy of melanoma showing irregular pigmented blotches,0.27614349126815796,0.49597859382629395,0.42697873711586,0.02089269645512104,0.3906729847192764,0.4567270576953888,False
25,irregular_pigmentation,t2,Dermoscopic image of melanoma demonstrating asymmetric dark structureless areas,0.28591591119766235,0.4982420802116394,0.4463808834552765,0.019847773015499115,0.4100707799196243,0.4711362570524215,False
26,irregular_pigmentation,t3,Irregular structureless dark pigmentation in dermoscopy of melanoma,0.29353708028793335,0.5134444832801819,0.4479828178882599,0.02070443518459797,0.4105115860700607,0.4750419184565544,False
27,irregular_dots_globules,t1,Dermoscopy of melanoma showing irregular dots and globules,0.28058356046676636,0.4920518696308136,0.4316360652446747,0.020078035071492195,0.3968987733125687,0.4611848175525665,False
28,irregular_dots_globules,t2,Dermoscopic image of melanoma demonstrating asymmetrically distributed pigmented globules,0.2985308766365051,0.502631425857544,0.4397457540035248,0.019715754315257072,0.4053394854068756,0.46814284324645994,False
29,irregular_dots_globules,t3,Irregular asymmetric dots and globules in dermoscopy of melanoma,0.30747461318969727,0.495149701833725,0.44697266817092896,0.017321884632110596,0.4161698117852211,0.4692225486040115,False
30,regression_structures,t1,Dermoscopy of melanoma showing regression structures,0.3193686604499817,0.4901597201824188,0.4437851309776306,0.015238386578857899,0.4184751003980637,0.4653753325343132,False
31,regression_structures,t2,Dermoscopic image of melanoma demonstrating white scar-like areas and peppering,0.2902734875679016,0.5046175718307495,0.45272037386894226,0.018820252269506454,0.4188483878970146,0.4760129123926163,False
32,regression_structures,t3,Regression structures with peppering and scar-like depigmentation in dermoscopy of melanoma,0.2696818709373474,0.4899679720401764,0.43141502141952515,0.018744908273220062,0.39994433969259263,0.4567492678761482,False
33,symmetric_uniform,t1,Dermoscopy of melanocytic nevus showing a symmetric uniformly pigmented lesion,0.28693240880966187,0.5015906691551208,0.4186042845249176,0.022818395867943764,0.37813676744699476,0.45167606323957443,False
34,symmetric_uniform,t2,Dermoscopic image of benign nevus demonstrating a small round even-coloured lesion,0.3017164468765259,0.5164860486984253,0.4621887803077698,0.01893509365618229,0.42956248819828036,0.48830885887145997,False
35,symmetric_uniform,t3,A symmetric small round pigmented lesion in dermoscopy of melanocytic nevus,0.261543333530426,0.5030183792114258,0.4244135022163391,0.022552352398633957,0.38562855422496795,0.45769680589437484,False
36,reticular_network,t1,Dermoscopy of melanocytic nevus showing a regular reticular pigment network,0.2880078852176666,0.4925104081630707,0.4371134638786316,0.02315579354763031,0.3947411194443703,0.4655252516269684,False
37,reticular_network,t2,Dermoscopic image of benign nevus demonstrating an even fine pigment network,0.2816166877746582,0.49689286947250366,0.4490949809551239,0.020459018647670746,0.4114483505487442,0.4741097867488861,False
38,reticular_network,t3,A regular evenly distributed reticular network in dermoscopy of melanocytic nevus,0.25637179613113403,0.4933707118034363,0.4251691401004791,0.027181094512343407,0.3761426582932472,0.45946165472269057,False
39,arborizing_vessels,t1,a dermoscopic image showing arborizing tree-like blood vessels,0.22144141793251038,0.496224582195282,0.4065116047859192,0.024356380105018616,0.3650521069765091,0.4421662539243698,False
40,arborizing_vessels,t2,a dermatoscopic image with branched telangiectatic vessels,0.21717990934848785,0.49839985370635986,0.41877952218055725,0.028536327183246613,0.36975244134664537,0.4600344896316528,False
41,arborizing_vessels,t3,a close-up photograph of a lesion with tree-branch vasculature,0.24662533402442932,0.4785391092300415,0.389622300863266,0.020426511764526367,0.35491458773612977,0.4204964444041252,False
42,blue_grey_ovoid_nests,t1,a dermoscopic image showing blue-grey ovoid nests,0.30532485246658325,0.49637895822525024,0.4337835907936096,0.01892116293311119,0.399658115208149,0.45886676907539364,False
43,blue_grey_ovoid_nests,t2,a dermatoscopic image with large blue-grey pigmented nests,0.2768436074256897,0.5239431858062744,0.437761515378952,0.022565973922610283,0.3984902173280716,0.46901079714298244,False
44,blue_grey_ovoid_nests,t3,a close-up photograph of a lesion with grey-blue oval clusters,0.29657095670700073,0.5094539523124695,0.4180012047290802,0.022151047363877296,0.3810508817434311,0.45245641916990276,False
45,ulceration,t1,a dermoscopic image of an ulcerated skin lesion,0.2797743082046509,0.47376519441604614,0.40419459342956543,0.01799144223332405,0.3750079721212387,0.4342449262738228,False
46,ulceration,t2,a dermatoscopic image showing surface erosion or ulcer,0.2760756015777588,0.5014494061470032,0.4231458604335785,0.01924383081495762,0.3910076662898064,0.45292072296142577,False
47,ulceration,t3,a close-up photograph of a lesion with an open wound,0.2005559206008911,0.44305717945098877,0.3268429636955261,0.026114370673894882,0.2889438599348068,0.373251149058342,False
48,scaly_surface,t1,a dermoscopic image of a skin lesion with a scaly surface,0.28622686862945557,0.49861520528793335,0.4464508891105652,0.01822119764983654,0.4150871142745018,0.4724257797002792,False
49,scaly_surface,t2,a dermatoscopic image showing keratotic scaling,0.2675267159938812,0.4744411110877991,0.41225630044937134,0.019362017512321472,0.37877673506736753,0.44045654088258746,False
50,scaly_surface,t3,"a close-up photograph of a rough, scaly patch of skin",0.1940140426158905,0.4372808635234833,0.33496472239494324,0.023062819615006447,0.2975654020905495,0.37185007631778716,False
51,strawberry_pattern,t1,a dermoscopic image showing a strawberry pattern with red pseudonetwork,0.19507351517677307,0.48239272832870483,0.4064795970916748,0.026952045038342476,0.36026173532009126,0.4474103465676308,False
52,strawberry_pattern,t2,a dermatoscopic image with red dots around hair follicles,0.2133319079875946,0.48344019055366516,0.3761609196662903,0.027155525982379913,0.3325210869312286,0.42055180370807643,False
53,strawberry_pattern,t3,a close-up photograph of a facial actinic lesion with red pseudonetwork,0.22912445664405823,0.46609222888946533,0.36637550592422485,0.028627488762140274,0.31905881464481356,0.4111981764435768,False
54,milia_like_cysts,t1,a dermoscopic image showing milia-like cysts,0.27337995171546936,0.4866737723350525,0.4086422622203827,0.020194191485643387,0.3750933423638344,0.4398729562759399,False
55,milia_like_cysts,t2,a dermatoscopic image with small white round inclusions,0.28986525535583496,0.5054027438163757,0.45471885800361633,0.01761648617684841,0.42415432780981066,0.47791514843702315,False
56,milia_like_cysts,t3,a close-up photograph of a lesion with white milky cyst-like spots,0.25408676266670227,0.464072585105896,0.35315045714378357,0.021001562476158142,0.3203483372926712,0.3881877839565277,False
57,comedo_like_openings,t1,a dermoscopic image showing comedo-like openings,0.3043370246887207,0.49544209241867065,0.42580127716064453,0.015787769109010696,0.40049742311239245,0.4494975134730339,False
58,comedo_like_openings,t2,a dermatoscopic image with brown pseudofollicular plugs,0.2833442687988281,0.4958712160587311,0.4261302947998047,0.020640544593334198,0.3920727878808975,0.4578093901276588,False
59,comedo_like_openings,t3,a close-up photograph of a lesion with crater-like dark openings,0.28323331475257874,0.5050008296966553,0.4127230644226074,0.02023151144385338,0.3797516644001007,0.44486887156963345,False
60,cerebriform_surface,t1,a dermoscopic image with a cerebriform brain-like surface,0.28185081481933594,0.48500674962997437,0.4257993996143341,0.020466988906264305,0.3905757889151573,0.4548219084739685,False
61,cerebriform_surface,t2,a dermatoscopic image showing a gyriform fissured pattern,0.22569674253463745,0.4967581629753113,0.42634984850883484,0.02277413196861744,0.3867911919951439,0.45845766067504884,False
62,cerebriform_surface,t3,a close-up photograph of a lesion with a wavy brain-like texture,0.22756130993366241,0.4749089479446411,0.4027392566204071,0.022527260705828667,0.3643391564488411,0.437910857796669,False
63,central_white_patch,t1,a dermoscopic image showing a central white scar-like patch,0.29349732398986816,0.49053215980529785,0.4364927411079407,0.02004242315888405,0.40137605369091034,0.4638196721673012,False
64,central_white_patch,t2,a dermatoscopic image with a peripheral pigment network surrounding a white centre,0.26825785636901855,0.5101186037063599,0.4584943354129791,0.019323844462633133,0.42451206147670745,0.4835550934076309,False
65,central_white_patch,t3,a close-up photograph of a firm lesion with a white centre,0.2522962689399719,0.4815964102745056,0.39190855622291565,0.02249552682042122,0.35401212722063063,0.4265935361385345,False
66,red_lacunae,t1,a dermoscopic image showing red lacunae,0.23800702393054962,0.4737895131111145,0.39069533348083496,0.02539844624698162,0.34806299209594727,0.42966400682926165,False
67,red_lacunae,t2,a dermatoscopic image with bright red vascular spaces,0.23902367055416107,0.5040977001190186,0.43429961800575256,0.024302136152982712,0.3926403284072876,0.46866949200630187,False
68,red_lacunae,t3,a close-up photograph of a vascular lesion with red lake-like areas,0.2633451819419861,0.49794572591781616,0.4038248062133789,0.023283887654542923,0.3670349791646004,0.44192097187042234,False
69,healthy_skin,t1,a dermoscopic image of normal healthy skin,0.2338569611310959,0.46714529395103455,0.3935674726963043,0.02659836784005165,0.3455050095915794,0.4285411834716797,False
70,healthy_skin,t2,a dermatoscopic image with no visible lesion,0.2555968165397644,0.5150907039642334,0.4488162696361542,0.023749295622110367,0.4070518761873245,0.4805901452898979,False
71,healthy_skin,t3,a close-up photograph of unremarkable skin,0.15561740100383759,0.42728835344314575,0.33401140570640564,0.0256948359310627,0.289450341463089,0.37067421525716776,False
